event,step,episodes,episode_steps,episode_score,death_reason,avg_score,avg_loss,best_score,replay_size,eval_score,eval_reward,best_eval
episode,1584,89,12,1,wall,,,2,1584,,,
episode,1593,90,9,0,wall,,,2,1593,,,
episode,1609,91,16,0,wall,,,2,1609,,,
episode,1634,92,25,0,wall,,,2,1634,,,
episode,1660,93,26,0,wall,,,2,1660,,,
episode,1667,94,7,0,wall,,,2,1667,,,
episode,1679,95,12,0,wall,,,2,1679,,,
episode,1701,96,22,0,wall,,,2,1701,,,
episode,1720,97,19,0,wall,,,2,1720,,,
episode,1729,98,9,0,wall,,,2,1729,,,
episode,1742,99,13,0,wall,,,2,1742,,,
episode,1817,100,75,1,wall,,,2,1817,,,
episode,1826,101,9,0,wall,,,2,1826,,,
episode,1841,102,15,0,wall,,,2,1841,,,
episode,1856,103,15,0,wall,,,2,1856,,,
episode,1887,104,31,0,wall,,,2,1887,,,
episode,1894,105,7,0,wall,,,2,1894,,,
episode,1914,106,20,0,wall,,,2,1914,,,
episode,1929,107,15,1,wall,,,2,1929,,,
episode,1944,108,15,1,wall,,,2,1944,,,
episode,1991,109,47,0,wall,,,2,1991,,,
episode,1997,110,6,0,wall,,,2,1997,,,
train,2000,110,,,,0.16,0.0,2,2000,,,
episode,2019,111,22,1,wall,,,2,2019,,,
episode,2061,112,42,0,wall,,,2,2061,,,
episode,2067,113,6,0,wall,,,2,2067,,,
episode,2083,114,16,0,wall,,,2,2083,,,
episode,2104,115,21,0,wall,,,2,2104,,,
episode,2116,116,12,0,wall,,,2,2116,,,
episode,2128,117,12,0,wall,,,2,2128,,,
episode,2144,118,16,0,wall,,,2,2144,,,
episode,2156,119,12,0,wall,,,2,2156,,,
episode,2186,120,30,0,wall,,,2,2186,,,
episode,2202,121,16,0,wall,,,2,2202,,,
episode,2211,122,9,0,wall,,,2,2211,,,
episode,2221,123,10,0,wall,,,2,2221,,,
episode,2261,124,40,0,wall,,,2,2261,,,
episode,2270,125,9,0,wall,,,2,2270,,,
episode,2281,126,11,0,wall,,,2,2281,,,
episode,2287,127,6,0,wall,,,2,2287,,,
episode,2301,128,14,0,wall,,,2,2301,,,
episode,2317,129,16,0,wall,,,2,2317,,,
episode,2327,130,10,0,wall,,,2,2327,,,
episode,2335,131,8,0,wall,,,2,2335,,,
episode,2341,132,6,0,wall,,,2,2341,,,
episode,2358,133,17,0,wall,,,2,2358,,,
episode,2382,134,24,0,wall,,,2,2382,,,
episode,2391,135,9,0,wall,,,2,2391,,,
episode,2414,136,23,0,wall,,,2,2414,,,
episode,2424,137,10,0,wall,,,2,2424,,,
episode,2430,138,6,0,wall,,,2,2430,,,
episode,2438,139,8,0,wall,,,2,2438,,,
episode,2457,140,19,0,wall,,,2,2457,,,
episode,2489,141,32,1,wall,,,2,2489,,,
episode,2498,142,9,0,wall,,,2,2498,,,
episode,2520,143,22,0,wall,,,2,2520,,,
episode,2526,144,6,0,wall,,,2,2526,,,
episode,2535,145,9,0,wall,,,2,2535,,,
episode,2544,146,9,0,wall,,,2,2544,,,
episode,2558,147,14,0,wall,,,2,2558,,,
episode,2573,148,15,0,wall,,,2,2573,,,
episode,2596,149,23,1,wall,,,2,2596,,,
episode,2604,150,8,0,wall,,,2,2604,,,
episode,2615,151,11,0,wall,,,2,2615,,,
episode,2629,152,14,0,wall,,,2,2629,,,
episode,2644,153,15,0,wall,,,2,2644,,,
episode,2654,154,10,0,wall,,,2,2654,,,
episode,2675,155,21,0,wall,,,2,2675,,,
episode,2680,156,5,0,wall,,,2,2680,,,
episode,2691,157,11,0,wall,,,2,2691,,,
episode,2706,158,15,0,wall,,,2,2706,,,
episode,2718,159,12,0,wall,,,2,2718,,,
episode,2732,160,14,0,wall,,,2,2732,,,
episode,2741,161,9,0,wall,,,2,2741,,,
episode,2765,162,24,1,wall,,,2,2765,,,
episode,2773,163,8,0,wall,,,2,2773,,,
episode,2800,164,27,0,wall,,,2,2800,,,
episode,2815,165,15,0,wall,,,2,2815,,,
episode,2830,166,15,0,wall,,,2,2830,,,
episode,2841,167,11,0,wall,,,2,2841,,,
episode,2851,168,10,0,wall,,,2,2851,,,
episode,2884,169,33,1,wall,,,2,2884,,,
episode,2895,170,11,0,wall,,,2,2895,,,
episode,2908,171,13,0,wall,,,2,2908,,,
episode,2914,172,6,0,wall,,,2,2914,,,
episode,2927,173,13,1,wall,,,2,2927,,,
episode,2951,174,24,0,wall,,,2,2951,,,
episode,2976,175,25,0,wall,,,2,2976,,,
episode,2982,176,6,0,wall,,,2,2982,,,
episode,2997,177,15,0,wall,,,2,2997,,,
episode,3026,178,29,0,wall,,,2,3026,,,
episode,3042,179,16,0,wall,,,2,3042,,,
episode,3055,180,13,0,wall,,,2,3055,,,
episode,3088,181,33,0,wall,,,2,3088,,,
episode,3125,182,37,0,wall,,,2,3125,,,
episode,3142,183,17,0,wall,,,2,3142,,,
episode,3172,184,30,0,wall,,,2,3172,,,
episode,3186,185,14,1,wall,,,2,3186,,,
episode,3194,186,8,0,wall,,,2,3194,,,
episode,3201,187,7,0,wall,,,2,3201,,,
episode,3211,188,10,0,wall,,,2,3211,,,
episode,3221,189,10,0,wall,,,2,3221,,,
episode,3229,190,8,0,wall,,,2,3229,,,
episode,3239,191,10,0,wall,,,2,3239,,,
episode,3253,192,14,0,wall,,,2,3253,,,
episode,3262,193,9,0,wall,,,2,3262,,,
episode,3269,194,7,0,wall,,,2,3269,,,
episode,3275,195,6,0,wall,,,2,3275,,,
episode,3283,196,8,0,wall,,,2,3283,,,
episode,3302,197,19,0,wall,,,2,3302,,,
episode,3316,198,14,0,wall,,,2,3316,,,
episode,3360,199,44,1,wall,,,2,3360,,,
episode,3369,200,9,0,wall,,,2,3369,,,
episode,3396,201,27,0,wall,,,2,3396,,,
episode,3409,202,13,0,wall,,,2,3409,,,
episode,3422,203,13,0,wall,,,2,3422,,,
episode,3449,204,27,0,wall,,,2,3449,,,
episode,3457,205,8,0,wall,,,2,3457,,,
episode,3470,206,13,0,wall,,,2,3470,,,
episode,3480,207,10,0,wall,,,2,3480,,,
episode,3492,208,12,0,wall,,,2,3492,,,
episode,3499,209,7,0,wall,,,2,3499,,,
episode,3506,210,7,0,wall,,,2,3506,,,
episode,3537,211,31,0,wall,,,2,3537,,,
episode,3544,212,7,0,wall,,,2,3544,,,
episode,3563,213,19,0,wall,,,2,3563,,,
episode,3572,214,9,1,wall,,,2,3572,,,
episode,3578,215,6,0,wall,,,2,3578,,,
episode,3587,216,9,0,wall,,,2,3587,,,
episode,3602,217,15,0,wall,,,2,3602,,,
episode,3612,218,10,0,wall,,,2,3612,,,
episode,3627,219,15,0,wall,,,2,3627,,,
episode,3660,220,33,0,wall,,,2,3660,,,
episode,3681,221,21,0,wall,,,2,3681,,,
episode,3692,222,11,0,wall,,,2,3692,,,
episode,3702,223,10,0,wall,,,2,3702,,,
episode,3718,224,16,1,wall,,,2,3718,,,
episode,3729,225,11,0,wall,,,2,3729,,,
episode,3745,226,16,2,wall,,,2,3745,,,
episode,3782,227,37,0,wall,,,2,3782,,,
episode,3798,228,16,0,wall,,,2,3798,,,
episode,3803,229,5,0,wall,,,2,3803,,,
episode,3808,230,5,0,wall,,,2,3808,,,
episode,3815,231,7,0,wall,,,2,3815,,,
episode,3826,232,11,1,wall,,,2,3826,,,
episode,3846,233,20,0,wall,,,2,3846,,,
episode,3871,234,25,0,wall,,,2,3871,,,
episode,3881,235,10,0,wall,,,2,3881,,,
episode,3889,236,8,0,wall,,,2,3889,,,
episode,3895,237,6,0,wall,,,2,3895,,,
episode,3904,238,9,0,wall,,,2,3904,,,
episode,3928,239,24,0,wall,,,2,3928,,,
episode,3959,240,31,0,wall,,,2,3959,,,
episode,3968,241,9,0,wall,,,2,3968,,,
episode,3988,242,20,0,wall,,,2,3988,,,
episode,3996,243,8,0,wall,,,2,3996,,,
train,4000,243,,,,0.11,0.0,2,4000,,,
episode,4017,244,21,0,wall,,,2,4017,,,
episode,4023,245,6,0,wall,,,2,4023,,,
episode,4067,246,44,0,wall,,,2,4067,,,
episode,4082,247,15,0,wall,,,2,4082,,,
episode,4097,248,15,1,wall,,,2,4097,,,
episode,4115,249,18,0,wall,,,2,4115,,,
episode,4140,250,25,1,wall,,,2,4140,,,
episode,4152,251,12,0,wall,,,2,4152,,,
episode,4172,252,20,0,wall,,,2,4172,,,
episode,4185,253,13,0,wall,,,2,4185,,,
episode,4205,254,20,0,wall,,,2,4205,,,
episode,4221,255,16,0,wall,,,2,4221,,,
episode,4226,256,5,0,wall,,,2,4226,,,
episode,4240,257,14,0,wall,,,2,4240,,,
episode,4265,258,25,0,wall,,,2,4265,,,
episode,4286,259,21,0,wall,,,2,4286,,,
episode,4306,260,20,0,wall,,,2,4306,,,
episode,4330,261,24,0,wall,,,2,4330,,,
episode,4354,262,24,0,wall,,,2,4354,,,
episode,4363,263,9,0,wall,,,2,4363,,,
episode,4373,264,10,0,wall,,,2,4373,,,
episode,4382,265,9,0,wall,,,2,4382,,,
episode,4388,266,6,0,wall,,,2,4388,,,
episode,4395,267,7,0,wall,,,2,4395,,,
episode,4403,268,8,0,wall,,,2,4403,,,
episode,4452,269,49,0,wall,,,2,4452,,,
episode,4485,270,33,0,wall,,,2,4485,,,
episode,4517,271,32,0,wall,,,2,4517,,,
episode,4524,272,7,0,wall,,,2,4524,,,
episode,4539,273,15,0,wall,,,2,4539,,,
episode,4553,274,14,0,wall,,,2,4553,,,
episode,4563,275,10,0,wall,,,2,4563,,,
episode,4569,276,6,0,wall,,,2,4569,,,
episode,4582,277,13,0,wall,,,2,4582,,,
episode,4593,278,11,0,wall,,,2,4593,,,
episode,4610,279,17,0,wall,,,2,4610,,,
episode,4635,280,25,0,wall,,,2,4635,,,
episode,4656,281,21,0,wall,,,2,4656,,,
episode,4662,282,6,0,wall,,,2,4662,,,
episode,4671,283,9,0,wall,,,2,4671,,,
episode,4694,284,23,1,wall,,,2,4694,,,
episode,4703,285,9,0,wall,,,2,4703,,,
episode,4722,286,19,0,wall,,,2,4722,,,
episode,4737,287,15,1,wall,,,2,4737,,,
episode,4750,288,13,0,wall,,,2,4750,,,
episode,4757,289,7,0,wall,,,2,4757,,,
episode,4789,290,32,2,wall,,,2,4789,,,
episode,4818,291,29,1,wall,,,2,4818,,,
episode,4824,292,6,0,wall,,,2,4824,,,
episode,4838,293,14,0,wall,,,2,4838,,,
episode,4847,294,9,0,wall,,,2,4847,,,
episode,4865,295,18,0,wall,,,2,4865,,,
episode,4872,296,7,0,wall,,,2,4872,,,
episode,4892,297,20,0,wall,,,2,4892,,,
episode,4904,298,12,0,wall,,,2,4904,,,
episode,4934,299,30,0,wall,,,2,4934,,,
episode,4945,300,11,0,wall,,,2,4945,,,
episode,4984,301,39,1,wall,,,2,4984,,,
episode,4994,302,10,0,wall,,,2,4994,,,
episode,4999,303,5,0,wall,,,2,4999,,,
episode,5017,304,18,0,wall,,,2,5017,,,
episode,5039,305,22,0,wall,,,2,5039,,,
episode,5058,306,19,0,wall,,,2,5058,,,
episode,5065,307,7,1,wall,,,2,5065,,,
episode,5098,308,33,0,wall,,,2,5098,,,
episode,5109,309,11,0,wall,,,2,5109,,,
episode,5121,310,12,0,wall,,,2,5121,,,
episode,5160,311,39,0,wall,,,2,5160,,,
episode,5171,312,11,0,wall,,,2,5171,,,
episode,5202,313,31,0,wall,,,2,5202,,,
episode,5217,314,15,0,wall,,,2,5217,,,
episode,5243,315,26,1,wall,,,2,5243,,,
episode,5281,316,38,2,self,,,2,5281,,,
episode,5339,317,58,0,wall,,,2,5339,,,
episode,5375,318,36,0,wall,,,2,5375,,,
episode,5407,319,32,0,wall,,,2,5407,,,
episode,5432,320,25,0,wall,,,2,5432,,,
episode,5488,321,56,0,wall,,,2,5488,,,
episode,5499,322,11,0,wall,,,2,5499,,,
episode,5553,323,54,0,wall,,,2,5553,,,
episode,5575,324,22,1,wall,,,2,5575,,,
episode,5588,325,13,0,wall,,,2,5588,,,
episode,5619,326,31,0,wall,,,2,5619,,,
episode,5674,327,55,0,wall,,,2,5674,,,
episode,5824,328,150,0,timeout,,,2,5824,,,
episode,5837,329,13,0,wall,,,2,5837,,,
episode,5894,330,57,0,wall,,,2,5894,,,
episode,5929,331,35,0,wall,,,2,5929,,,
episode,5938,332,9,0,wall,,,2,5938,,,
train,6000,332,,,,0.13,0.545357585400343,2,6000,,,
episode,6013,333,75,0,wall,,,2,6013,,,
episode,6163,334,150,0,timeout,,,2,6163,,,
episode,6296,335,133,1,wall,,,2,6296,,,
episode,6326,336,30,0,wall,,,2,6326,,,
episode,6337,337,11,2,self,,,2,6337,,,
episode,6346,338,9,0,wall,,,2,6346,,,
episode,6383,339,37,0,wall,,,2,6383,,,
episode,6395,340,12,0,wall,,,2,6395,,,
episode,6419,341,24,0,wall,,,2,6419,,,
episode,6449,342,30,0,wall,,,2,6449,,,
episode,6459,343,10,0,wall,,,2,6459,,,
episode,6523,344,64,0,wall,,,2,6523,,,
episode,6563,345,40,0,wall,,,2,6563,,,
episode,6713,346,150,0,timeout,,,2,6713,,,
episode,6755,347,42,0,wall,,,2,6755,,,
episode,6882,348,127,2,wall,,,2,6882,,,
episode,7025,349,143,0,wall,,,2,7025,,,
episode,7058,350,33,1,wall,,,2,7058,,,
episode,7092,351,34,2,self,,,2,7092,,,
episode,7210,352,118,1,wall,,,2,7210,,,
episode,7360,353,150,0,timeout,,,2,7360,,,
episode,7510,354,150,0,timeout,,,2,7510,,,
episode,7607,355,97,0,wall,,,2,7607,,,
episode,7756,356,149,1,wall,,,2,7756,,,
episode,7868,357,112,2,self,,,2,7868,,,
train,8000,357,,,,0.23,0.2601131468266249,2,8000,,,
episode,8018,358,150,0,timeout,,,2,8018,,,
episode,8228,359,210,1,timeout,,,2,8228,,,
episode,8335,360,107,0,wall,,,2,8335,,,
episode,8348,361,13,0,wall,,,2,8348,,,
episode,8498,362,150,0,timeout,,,2,8498,,,
episode,8826,363,328,1,timeout,,,2,8826,,,
episode,8911,364,85,2,self,,,2,8911,,,
episode,9061,365,150,0,timeout,,,2,9061,,,
episode,9211,366,150,0,timeout,,,2,9211,,,
episode,9271,367,60,2,self,,,2,9271,,,
episode,9421,368,150,0,timeout,,,2,9421,,,
episode,9571,369,150,0,timeout,,,2,9571,,,
episode,9776,370,205,1,timeout,,,2,9776,,,
episode,9926,371,150,0,timeout,,,2,9926,,,
train,10000,371,,,,0.3,0.188554351888597,2,10000,,,
eval,10000,371,,,,,,2,,0.0,-6.49000000000008,0.0
episode,10210,372,284,1,timeout,,,2,10210,,,
episode,10360,373,150,0,timeout,,,2,10360,,,
episode,10476,374,116,0,wall,,,2,10476,,,
episode,10699,375,223,1,timeout,,,2,10699,,,
episode,10720,376,21,0,wall,,,2,10720,,,
episode,10735,377,15,0,wall,,,2,10735,,,
episode,10826,378,91,0,wall,,,2,10826,,,
episode,10976,379,150,0,timeout,,,2,10976,,,
episode,11080,380,104,2,wall,,,2,11080,,,
episode,11230,381,150,0,timeout,,,2,11230,,,
episode,11380,382,150,0,timeout,,,2,11380,,,
episode,11530,383,150,0,timeout,,,2,11530,,,
episode,11603,384,73,0,wall,,,2,11603,,,
episode,11753,385,150,0,timeout,,,2,11753,,,
train,12000,385,,,,0.33,0.1423889546468854,2,12000,,,
episode,12027,386,274,1,timeout,,,2,12027,,,
episode,12177,387,150,0,timeout,,,2,12177,,,
episode,12327,388,150,0,timeout,,,2,12327,,,
episode,12345,389,18,2,self,,,2,12345,,,
episode,12495,390,150,0,timeout,,,2,12495,,,
episode,12645,391,150,0,timeout,,,2,12645,,,
episode,12795,392,150,0,timeout,,,2,12795,,,
episode,12945,393,150,0,timeout,,,2,12945,,,
episode,13148,394,203,1,timeout,,,2,13148,,,
episode,13427,395,279,1,timeout,,,2,13427,,,
episode,13577,396,150,0,timeout,,,2,13577,,,
episode,13727,397,150,0,timeout,,,2,13727,,,
episode,13877,398,150,0,timeout,,,2,13877,,,
train,14000,398,,,,0.34,0.10895973809063435,2,14000,,,
episode,14027,399,150,0,timeout,,,2,14027,,,
episode,14177,400,150,0,timeout,,,2,14177,,,
episode,14468,401,291,1,timeout,,,2,14468,,,
episode,14577,402,109,3,self,,,3,14577,,,
episode,14727,403,150,0,timeout,,,3,14727,,,
episode,14877,404,150,0,timeout,,,3,14877,,,
episode,15027,405,150,0,timeout,,,3,15027,,,
episode,15091,406,64,2,self,,,3,15091,,,
episode,15241,407,150,0,timeout,,,3,15241,,,
episode,15332,408,91,2,self,,,3,15332,,,
episode,15482,409,150,0,timeout,,,3,15482,,,
episode,15632,410,150,0,timeout,,,3,15632,,,
episode,15782,411,150,0,timeout,,,3,15782,,,
episode,15932,412,150,0,timeout,,,3,15932,,,
train,16000,412,,,,0.4,0.08643143102526665,3,16000,,,
episode,16082,413,150,0,timeout,,,3,16082,,,
episode,16232,414,150,0,timeout,,,3,16232,,,
episode,16406,415,174,2,wall,,,3,16406,,,
episode,16459,416,53,0,wall,,,3,16459,,,
episode,16698,417,239,1,timeout,,,3,16698,,,
episode,16899,418,201,1,timeout,,,3,16899,,,
episode,17049,419,150,0,timeout,,,3,17049,,,
episode,17199,420,150,0,timeout,,,3,17199,,,
episode,17349,421,150,0,timeout,,,3,17349,,,
episode,17584,422,235,1,timeout,,,3,17584,,,
episode,17734,423,150,0,timeout,,,3,17734,,,
episode,17758,424,24,0,wall,,,3,17758,,,
episode,17908,425,150,0,timeout,,,3,17908,,,
episode,17981,426,73,2,self,,,3,17981,,,
train,18000,426,,,,0.43,0.07066632468253374,3,18000,,,
episode,18131,427,150,0,timeout,,,3,18131,,,
episode,18363,428,232,1,timeout,,,3,18363,,,
episode,18567,429,204,1,timeout,,,3,18567,,,
episode,18770,430,203,1,timeout,,,3,18770,,,
episode,18920,431,150,0,timeout,,,3,18920,,,
episode,19070,432,150,0,timeout,,,3,19070,,,
episode,19274,433,204,1,timeout,,,3,19274,,,
episode,19479,434,205,1,timeout,,,3,19479,,,
episode,19733,435,254,1,timeout,,,3,19733,,,
episode,19914,436,181,2,self,,,3,19914,,,
train,20000,436,,,,0.5,0.07134773768484592,3,20000,,,
eval,20000,436,,,,,,3,,0.8,0.04099999999996484,0.8
episode,20064,437,150,0,timeout,,,3,20064,,,
episode,20214,438,150,0,timeout,,,3,20214,,,
episode,20226,439,12,1,wall,,,3,20226,,,
episode,20238,440,12,0,wall,,,3,20238,,,
episode,20388,441,150,0,timeout,,,3,20388,,,
episode,20700,442,312,1,timeout,,,3,20700,,,
episode,20722,443,22,0,wall,,,3,20722,,,
episode,20934,444,212,2,self,,,3,20934,,,
episode,21084,445,150,0,timeout,,,3,21084,,,
episode,21094,446,10,1,wall,,,3,21094,,,
episode,21244,447,150,0,timeout,,,3,21244,,,
episode,21394,448,150,0,timeout,,,3,21394,,,
episode,21621,449,227,1,timeout,,,3,21621,,,
episode,21829,450,208,1,timeout,,,3,21829,,,
train,22000,450,,,,0.52,0.07008584655821323,3,22000,,,
episode,22017,451,188,2,self,,,3,22017,,,
episode,22075,452,58,2,self,,,3,22075,,,
episode,22283,453,208,2,self,,,3,22283,,,
episode,22433,454,150,0,timeout,,,3,22433,,,
episode,22450,455,17,2,self,,,3,22450,,,
episode,22577,456,127,2,self,,,3,22577,,,
episode,22625,457,48,2,self,,,3,22625,,,
episode,22828,458,203,1,timeout,,,3,22828,,,
episode,23030,459,202,1,timeout,,,3,23030,,,
episode,23064,460,34,2,self,,,3,23064,,,
episode,23272,461,208,1,timeout,,,3,23272,,,
episode,23422,462,150,0,timeout,,,3,23422,,,
episode,23509,463,87,1,wall,,,3,23509,,,
episode,23655,464,146,2,self,,,3,23655,,,
episode,23789,465,134,1,wall,,,3,23789,,,
train,24000,465,,,,0.63,0.08474619017913937,3,24000,,,
episode,24037,466,248,1,timeout,,,3,24037,,,
episode,24064,467,27,2,self,,,3,24064,,,
episode,24214,468,150,0,timeout,,,3,24214,,,
episode,24368,469,154,2,self,,,3,24368,,,
episode,24491,470,123,3,self,,,3,24491,,,
episode,24641,471,150,0,timeout,,,3,24641,,,
episode,24791,472,150,0,timeout,,,3,24791,,,
episode,24997,473,206,1,timeout,,,3,24997,,,
episode,25013,474,16,2,self,,,3,25013,,,
episode,25095,475,82,2,self,,,3,25095,,,
episode,25307,476,212,1,timeout,,,3,25307,,,
episode,25410,477,103,2,self,,,3,25410,,,
episode,25560,478,150,0,timeout,,,3,25560,,,
episode,25710,479,150,0,timeout,,,3,25710,,,
episode,25911,480,201,1,timeout,,,3,25911,,,
train,26000,480,,,,0.73,0.10305233266204596,3,26000,,,
episode,26061,481,150,0,timeout,,,3,26061,,,
episode,26211,482,150,0,timeout,,,3,26211,,,
episode,26361,483,150,0,timeout,,,3,26361,,,
episode,26511,484,150,0,timeout,,,3,26511,,,
episode,26577,485,66,2,self,,,3,26577,,,
episode,26697,486,120,2,self,,,3,26697,,,
episode,26919,487,222,1,timeout,,,3,26919,,,
episode,27122,488,203,1,timeout,,,3,27122,,,
episode,27184,489,62,2,self,,,3,27184,,,
episode,27386,490,202,1,timeout,,,3,27386,,,
episode,27591,491,205,1,timeout,,,3,27591,,,
episode,27611,492,20,2,self,,,3,27611,,,
episode,27759,493,148,2,self,,,3,27759,,,
episode,27912,494,153,2,self,,,3,27912,,,
episode,27936,495,24,2,self,,,3,27936,,,
train,28000,495,,,,0.86,0.10534690041095018,3,28000,,,
episode,28181,496,245,1,timeout,,,3,28181,,,
episode,28212,497,31,2,self,,,3,28212,,,
episode,28251,498,39,2,self,,,3,28251,,,
episode,28401,499,150,0,timeout,,,3,28401,,,
episode,28434,500,33,3,self,,,3,28434,,,
episode,28688,501,254,1,timeout,,,3,28688,,,
episode,28703,502,15,2,self,,,3,28703,,,
episode,28713,503,10,2,self,,,3,28713,,,
episode,28844,504,131,2,self,,,3,28844,,,
episode,28879,505,35,2,self,,,3,28879,,,
episode,28896,506,17,2,self,,,3,28896,,,
episode,28911,507,15,2,self,,,3,28911,,,
episode,29020,508,109,2,self,,,3,29020,,,
episode,29048,509,28,2,self,,,3,29048,,,
episode,29198,510,150,0,timeout,,,3,29198,,,
episode,29406,511,208,1,timeout,,,3,29406,,,
episode,29540,512,134,2,self,,,3,29540,,,
episode,29607,513,67,2,self,,,3,29607,,,
episode,29632,514,25,2,self,,,3,29632,,,
episode,29682,515,50,1,wall,,,3,29682,,,
episode,29697,516,15,2,self,,,3,29697,,,
episode,29901,517,204,1,timeout,,,3,29901,,,
episode,29949,518,48,2,self,,,3,29949,,,
train,30000,518,,,,1.12,0.11649321077391506,3,30000,,,
eval,30000,518,,,,,,3,,0.8,1.0560000000000414,0.8
episode,30099,519,150,0,timeout,,,3,30099,,,
episode,30249,520,150,0,timeout,,,3,30249,,,
episode,30286,521,37,3,self,,,3,30286,,,
episode,30294,522,8,2,self,,,3,30294,,,
episode,30444,523,150,0,timeout,,,3,30444,,,
episode,30483,524,39,2,self,,,3,30483,,,
episode,30540,525,57,4,self,,,4,30540,,,
episode,30568,526,28,2,self,,,4,30568,,,
episode,30659,527,91,2,self,,,4,30659,,,
episode,30677,528,18,2,self,,,4,30677,,,
episode,30884,529,207,1,timeout,,,4,30884,,,
episode,31085,530,201,2,self,,,4,31085,,,
episode,31235,531,150,0,timeout,,,4,31235,,,
episode,31279,532,44,2,self,,,4,31279,,,
episode,31325,533,46,2,self,,,4,31325,,,
episode,31475,534,150,0,timeout,,,4,31475,,,
episode,31625,535,150,0,timeout,,,4,31625,,,
